更新时间,#genre#
20250607-17-39-28,url


RespoTime,whitelist,#genre#
319.81ms,上虞文化影院,https://stream1.freetv.fun/shang-yu-wen-hua-ying-yuan-1.m3u8
319.89ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-17.ctv
319.98ms,同桌的你,https://vd3.bdstatic.com/mda-kkfwqyn6sc4r5579/mda-kkfwqyn6sc4r5579.mp4?pd=19&vt=1
320.32ms,武汉教育,https://stream1.freetv.fun/wu-yi-jiao-yu-14.ctv
320.44ms,动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-9.m3u8
320.61ms,1997年春晚,https://txmov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
320.83ms,第二十集,https://yzzy.play-cdn7.com/20221013/22706_d30975c0/index.m3u8
321.02ms,动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-1.m3u8
321.09ms,第二十四集,https://yzzy.play-cdn7.com/20221013/22707_aae076de/index.m3u8
321.43ms,牛群冯巩两个弄潮儿,https://vd3.bdstatic.com/mda-mkqdhm17rs7198m6/hd/cae_h264/1637859905115117938/mda-mkqdhm17rs7198m6.mp4?pd=19&vt=1
321.53ms,广东卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873459.m3u8
321.65ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-22.ctv
321.99ms,江西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796511.m3u8
322.05ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-20.ctv
322.08ms,四川卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887274.m3u8
322.15ms,青海卫视,https://stream1.freetv.fun/e0551db6bc9512b248a2da5f2455dee2c1d3164fb9ece82daa77b0c1b7ffb8a4.m3u8
322.18ms,辽宁影视剧,https://stream1.freetv.fun/liao-zhu-ying-shi-ju-1.m3u8
322.27ms,湖南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873458.m3u8
322.43ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-19.ctv
322.60ms,第二十八集,https://yzzy.play-cdn7.com/20221013/22713_d6d224b6/index.m3u8
322.65ms,苏州文化生活,https://stream1.freetv.fun/su-zhou-wen-hua-sheng-huo-2.m3u8
322.66ms,叙州新闻综合,https://stream1.freetv.fun/xu-zhou-xin-wen-zong-he-7.m3u8
322.74ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-6.m3u8
323.55ms,青海卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887430.m3u8
323.65ms,湖北卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873465.m3u8
323.96ms,山东卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873467.m3u8
323.96ms,第三集,https://yzzy.play-cdn7.com/20221013/22688_e5e8f07f/index.m3u8
324.46ms,开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
325.07ms,山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-8.m3u8
325.27ms,东方卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873462.m3u8
325.31ms,河南都市,https://stream1.freetv.fun/he-nan-du-shi-10.m3u8
325.44ms,上虞文化影院,https://stream1.freetv.fun/shang-yu-wen-hua-ying-yuan-2.ctv
325.84ms,第二十六集,https://yzzy.play-cdn7.com/20221013/22710_88603a0e/index.m3u8
326.16ms,湖南都市,https://stream1.freetv.fun/hu-nan-du-shi-13.m3u8
326.26ms,文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
326.48ms,湖南公共,https://stream1.freetv.fun/hu-nan-gong-gong-5.ctv
328.54ms,新疆卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887448.m3u8
328.92ms,上虞新商都,https://stream1.freetv.fun/shang-yu-xin-shang-du-5.m3u8
328.96ms,嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
329.08ms,湖北综合,https://stream1.freetv.fun/hu-bei-zong-he-3.m3u8
329.10ms,北京卫视,https://live-hls-web-ajb.getaj.net/AJB/01.m3u8
329.11ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-21.m3u8
329.38ms,龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed&quot;
329.64ms,苍南新闻综合,https://stream1.freetv.fun/cang-nan-xin-wen-zong-he-4.ctv
329.68ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-16.ctv
329.72ms,贵州卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873471.m3u8
329.91ms,平湖新闻综合,https://stream1.freetv.fun/ping-hu-xin-wen-zong-he-3.m3u8
330.03ms,广西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887394.m3u8
330.34ms,平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
330.36ms,江苏卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873461.m3u8
330.36ms,黑龙江影视,https://stream1.freetv.fun/hei-long-jiang-ying-shi-8.m3u8
330.58ms,开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
330.85ms,武乡新闻综合,https://stream1.freetv.fun/wu-xiang-xin-wen-zong-he-4.m3u8
332.32ms,龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
332.58ms,黑龙江少儿,https://stream1.freetv.fun/ipv6-hei-long-jiang-shao-er-1.m3u8
332.71ms,武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
333.08ms,CCTV9-纪录,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv9hd
333.28ms,无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
333.46ms,石家庄新闻综合,https://stream1.freetv.fun/shi-jia-zhuang-xin-wen-zong-he-8.m3u8
333.68ms,萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
334.01ms,丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
334.05ms,普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
334.14ms,辽宁影视剧,https://stream1.freetv.fun/liao-zhu-ying-shi-ju-2.m3u8
334.33ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
334.39ms,内蒙古卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887427.m3u8
334.51ms,八大综合,https://stream1.freetv.fun/ba-da-zong-he-2.m3u8
335.28ms,云南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887453.m3u8
335.32ms,宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
335.41ms,平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
335.74ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-12.m3u8
336.29ms,武乡新闻综合,https://stream1.freetv.fun/wu-xiang-xin-wen-zong-he-5.m3u8
336.52ms,上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed?
336.76ms,平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
338.32ms,金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
338.61ms,上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
338.62ms,余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
340.31ms,永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
340.45ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
341.03ms,杭州余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
341.07ms,诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
341.32ms,TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
341.91ms,衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
342.05ms,丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
342.24ms,人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklistw1266569526.m3u
342.37ms,丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
342.64ms,深圳卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873474.m3u8
343.01ms,平湖公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
343.19ms,番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
343.25ms,第三十一集,https://yzzy.play-cdn7.com/20221013/22715_de46c41c/index.m3u8
343.42ms,CCTV13-新闻,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8
344.03ms,湖南国际,https://stream1.freetv.fun/hu-nan-guo-ji-4.ctv
344.14ms,兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
344.38ms,宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
344.81ms,CCTV1-综合,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?
345.13ms,九品芝麻官,https://ukzy.ukubf4.com/20220407/CQI7owSE/index.m3u8
346.08ms,普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
346.24ms,丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
346.53ms,人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
347.09ms,萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
347.29ms,上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed\r\n
347.35ms,人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
347.64ms,番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
348.17ms,第三十三集,https://yzzy.play-cdn7.com/20221013/22720_512de013/index.m3u8
348.74ms,中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
349.28ms,宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
349.44ms,浙江遂昌,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
350.04ms,浙江青田,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed?
350.33ms,辽宁卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873468.m3u8
352.81ms,普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
353.56ms,开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
353.69ms,三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
354.29ms,动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
354.64ms,八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
354.77ms,八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
355.46ms,动物星球,https://pixman.mytvsuper.com.mp/Smart.php?id=animalplanet_twn
355.56ms,余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
356.44ms,AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
356.53ms,国家地理,https://pixman.mytvsuper.com.mp/Smart.php?id=natgeohd_twn
356.66ms,苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
356.80ms,TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
357.95ms,八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
358.19ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-9.ctv
358.45ms,纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
358.45ms,浙江青田,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
359.19ms,石家庄娱乐,https://stream1.freetv.fun/shi-jia-zhuang-yu-le-6.ctv
360.00ms,海南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796877.m3u8
360.27ms,丽水龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
361.26ms,开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
362.56ms,萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
362.91ms,石家庄都市,https://stream1.freetv.fun/shi-jia-zhuang-du-shi-8.m3u8
363.23ms,上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
364.02ms,龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
364.14ms,武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed\r\n
365.06ms,中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
366.11ms,溧水新闻综合,http://lishui-tv-hls.cm.jstv.com/lishui-tv/lsxwzh.m3u8
366.15ms,余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
367.28ms,上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
368.34ms,嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
368.65ms,东森电影,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvmovie
369.27ms,衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
369.30ms,三立戏剧,https://pixman.mytvsuper.com.mp/Smart.php?id=sanlixiju_twn
369.34ms,CCTV4-中文国际,https://www.freetv.top/migu/631780421.m3u8?migutoken=8dc7b786c408976ee73b6ee5a0e7bf7de8ed82ed22f8668130fa8f17f943f9aeefa99d71320e4b5ac6c57c70025c65d2b4c31a9dfca1ebed552d0e3d722521423806670cc55bb626ba456b64fe
369.69ms,龙华戏剧,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuaxiju_twn
370.66ms,第三十九集,https://yzzy.play-cdn7.com/20221013/22725_856376c9/index.m3u8
371.05ms,CCTV5-体育,https://www.freetv.top/migu/641886683.m3u8?migutoken=0ddaf285505e7b1a48bdac6ba93383b982d5cac6e170d2351072ecf3757d89db85689c849d662bfee2b5d38bab9c4cfa230d4c80dd124f50d6cca72dd3d81f444d5e128152c15da12cb2ecfbec
373.76ms,溧水新闻综合,https://lishui-tv-hls.cm.jstv.com/lishui-tv/lsxwzh.m3u8
374.22ms,苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
374.75ms,武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
376.00ms,CCTV11-戏曲,https://smart.pendy.dpdns.org/Smart.php?id=cctv11
377.14ms,诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
381.34ms,文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
382.90ms,CCTV2-财经,https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8
387.43ms,山西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887413.m3u8
387.69ms,第三十四集,https://yzzy.play-cdn7.com/20221013/22718_0939ec0c/index.m3u8
388.11ms,广东珠江,https://pixman.mytvsuper.com.mp/Smart.php?id=zhujiang
389.24ms,CCTV3-综艺,https://www.freetv.top/migu/624878271.m3u8?migutoken=378e88bb1cdf6fc60162029782704adf22e6233c4fecc2c86beef238fb4fda6218a6c0b4c842834a98efc2336720321c056ceab81c3e0f4e354c0da5dd2e3e557d7ddbb0a71c2cebc5801adda7
389.48ms,CCTV14-少儿,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
390.30ms,无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
392.00ms,第二十二集,https://yzzy.play-cdn7.com/20221013/22709_14d02f33/index.m3u8
392.78ms,第36集,https://v3.yzzy23-play.com/20240530/13801_c61b3c6e/2000k/hls/mixed.m3u8
393.76ms,厦门卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887454.m3u8
395.62ms,第三十七集,https://yzzy.play-cdn7.com/20221013/22721_198ac9a4/index.m3u8
395.77ms,河北卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873460.m3u8
397.59ms,陕西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887404.m3u8
397.94ms,第一集,https://yzzy.play-cdn7.com/20221013/22686_866e04a7/index.m3u8
398.79ms,翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
401.24ms,湖北卫视,https://www.freetv.top/migu/947472496.m3u8?migutoken=6e75d82b1b232311c23771e74b407d98c985d05aa880e338100643456110a36f1f29adbc71e79dc1f8a732de02c1b7718c9c67890b0409f2eea4bb084ad1c64ab326df0581b1d3eec95dc7e6b8
401.50ms,湖北卫视,https://www.freetv.top/migu/947472496.m3u8?migutoken=c11ab37089b08b36b901c4a2b424fdc56b62cf85ce22799954221dfb115dc4aa5e75fe6d38966f51998989eda40a5cd26c2f0dcf4d9c3feac17664585c7cb85e992bfd1a7209ee633417590889
402.36ms,东森电影,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie
402.39ms,第十四集,https://yzzy.play-cdn7.com/20221013/22699_29bc4391/index.m3u8
406.21ms,CCTV3-综艺,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
406.89ms,第七集,https://yzzy.play-cdn7.com/20221013/22692_a76bbc54/index.m3u8
406.99ms,第十九集,https://yzzy.play-cdn7.com/20221013/22705_bb60ab6e/index.m3u8
408.84ms,CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
408.92ms,余姚综合,https://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
410.07ms,第十二集,https://yzzy.play-cdn7.com/20221013/22696_1547fa94/index.m3u8
411.21ms,黑龙江卫视,http://39.150.96.141:65535/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
413.94ms,CCTV8-电视剧,https://api.olelive.com/dis/live/CCTV8HD/hls.m3u8
414.17ms,法·时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
414.30ms,东方卫视,https://www.freetv.top/migu/651632648.m3u8?migutoken=fea03586147486830f10198d1357ddbdb1f90d8a4fabed7f599b91df7cd173b82859573313e2a64bdbd02e7d5423e90cdb9bcc45339795dde8be4befbdbab16b89d440fa21688efa23203758b0
415.75ms,CCTV5-体育,https://api.olelive.com/dis/live/CCTV5HD/hls.m3u8
415.79ms,第十五集,https://yzzy.play-cdn7.com/20221013/22700_354ed120/index.m3u8
416.04ms,CCTV15-音乐,https://www.freetv.top/migu/673168223.m3u8?migutoken=bc6e7c4f76a37c0e4d5b678674c7dec620255af1f51181c2e422c0684b3dc442493da0dc5ea00385f79702dda93792fcb7b25ff92f82d49dbd34f022fc2a11d3b3cc300c293cbaed8a59b419e4
416.33ms,天津卫视,http://111.14.181.15:9901/tsfile/live/0135_1.m3u8
416.86ms,龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
417.43ms,万州综合,http://live.xmcdn.com/live/1678/64.m3u8
418.35ms,CCTV1-综合,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8
418.44ms,第十三集,https://yzzy.play-cdn7.com/20221013/22698_02ea9756/index.m3u8
418.94ms,山东新闻,http://live.xmcdn.com/live/1440/64.m3u8
420.44ms,滁州公共,http://live.cztv.cc:85/live/ggpd.m3u8?zanhd
420.60ms,第20集,https://yzzy1.play-cdn1.com/20240525/49950_d764b31c/2000k/hls/mixed.m3u8
421.80ms,河北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1261&tk=f6cc1e0a0e1a
421.93ms,天津卫视,http://111.14.181.15:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
422.25ms,CCTV4-中文国际,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
422.36ms,兵团卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7cbd10&tk=6949f8ce7202
422.76ms,CCTV4-中文国际,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=bd5595&tk=6949f8ce7202
423.89ms,滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8
424.62ms,滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8?zanhd
424.90ms,江苏卫视,http://111.14.181.15:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
427.36ms,滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8?zanhd
427.95ms,滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
428.40ms,TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts
428.71ms,深圳卫视,http://111.14.181.15:9901/tsfile/live/0126_1.m3u8
430.77ms,第十一集,https://yzzy.play-cdn7.com/20221013/22697_426b873e/index.m3u8
432.84ms,甘肃卫视,http://39.150.96.141:65535/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
433.85ms,深圳卫视,http://39.150.96.141:65535/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
434.32ms,第四集,https://yzzy.play-cdn7.com/20221013/22689_4f7df3ba/index.m3u8
434.46ms,CCTV1-综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4e6ff6&tk=6949f8ce7202
434.94ms,TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
435.27ms,浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?fbl=
436.14ms,浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed
436.15ms,东南卫视,http://58.19.43.46:9901/tsfile/live/1046_1.m3u8
436.77ms,滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8
438.20ms,浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
438.27ms,四川卫视,http://www.cdnstv.com:6398/hls/1135/index.m3u8
438.64ms,浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel003/720p.m3u8
439.19ms,BBC,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs15
439.22ms,老王卖瓜,https://vd3.bdstatic.com/mda-jkrk9bk95f9utr9r/hd/mda-jkrk9bk95f9utr9r.mp4
439.30ms,安徽卫视,http://58.243.224.242:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0
439.42ms,浙江教科,http://api3.52tb.xyz/info?id=432&amp;token=20230226bgyszp
440.38ms,山东卫视,http://222.64.121.177:58888/udp/239.45.3.238:5140
440.66ms,云南卫视,http://58.243.224.242:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=0&authid=0
441.01ms,广东卫视,http://222.64.121.177:58888/udp/239.45.3.230:5140
441.28ms,辽宁卫视,http://58.243.224.242:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=0&authid=0
441.38ms,CCTV15,http://58.243.224.242:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
441.46ms,蒙语文化,http://api3.52tb.xyz/info?id=782&amp;amp;token=20221127jxwhhemby
441.54ms,卡酷少儿,http://58.243.224.242:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=0&authid=0
441.80ms,CCTV12-社会与法,http://183.223.157.123:85/tsfile/live/0012_1.m3u8?key=txiptv
442.15ms,北京新闻,http://dsj.motem.top:8880/bptv/10000100000000050000000003870780.m3u8
442.18ms,天津卫视,http://222.64.121.177:58888/udp/239.45.1.124:5140
442.19ms,湖北卫视,http://39.150.96.141:65535/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
442.20ms,北京卫视,http://222.64.121.177:58888/udp/239.45.3.229:5140
442.27ms,黑龙江卫视,http://58.243.224.242:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0
442.43ms,青海卫视,http://58.19.43.46:9901/tsfile/live/1014_1.m3u8
442.56ms,第四十集,https://yzzy.play-cdn7.com/20221013/22724_2236a2ba/index.m3u8
442.81ms,CCTV7,http://58.243.224.242:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
442.82ms,萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
443.10ms,甘肃卫视,http://58.243.224.242:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=0&authid=0
443.22ms,CCTV17,http://58.243.224.242:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
443.40ms,CCTV10,http://58.243.224.242:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
443.95ms,宁夏卫视,http://58.243.224.242:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=0&authid=0
444.41ms,黎城综合,http://111.53.96.67:8081/live/1/index.m3u8?zshanxd
444.58ms,七彩戏剧,http://222.64.121.177:58888/udp/239.45.0.16:5140
